レースコード,レース日,レース場,レース回,締切時刻,取得日時,気象観測時刻,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃)
202609061408,2026-09-06,14,08R,12:05,2026-09-06T11:56:20.028602+09:00,1132,1.0,1,1.0,2,28.0,27.0
202609060303,2026-09-06,03,03R,12:08,2026-09-06T11:58:21.689746+09:00,1117,6.0,2,5.0,3,20.0,25.0
202609060204,2026-09-06,02,04R,12:14,2026-09-06T12:04:22.245798+09:00,1148,1.0,8,1.0,3,19.0,25.0
202609060904,2026-09-06,09,04R,12:13,2026-09-06T12:04:22.245798+09:00,1146,0.0,,0.0,2,25.0,26.0
202609062202,2026-09-06,22,02R,12:18,2026-09-06T12:08:21.650873+09:00,1151,1.0,1,2.0,3,26.0,28.0
202609060404,2026-09-06,04,04R,12:22,2026-09-06T12:12:23.215095+09:00,1156,3.0,1,3.0,3,21.0,25.0
202609061009,2026-09-06,10,09R,12:25,2026-09-06T12:16:23.792156+09:00,1153,2.0,1,2.0,2,26.0,25.0
202609061704,2026-09-06,17,04R,12:31,2026-09-06T12:22:20.452447+09:00,1203,4.0,2,4.0,2,28.0,27.0
202609061105,2026-09-06,11,05R,12:34,2026-09-06T12:24:23.419575+09:00,1206,4.0,2,4.0,2,26.0,28.0
202609060304,2026-09-06,03,04R,12:35,2026-09-06T12:26:21.704634+09:00,1211,6.0,2,10.0,3,20.0,25.0
202609061409,2026-09-06,14,09R,12:38,2026-09-06T12:28:19.136922+09:00,1209,2.0,4,2.0,2,28.0,27.0
202609060205,2026-09-06,02,05R,12:44,2026-09-06T12:34:19.287083+09:00,1217,1.0,1,1.0,3,19.0,25.0
202609060905,2026-09-06,09,05R,12:44,2026-09-06T12:34:19.287083+09:00,1217,1.0,3,1.0,3,25.0,26.0
202609062203,2026-09-06,22,03R,12:49,2026-09-06T12:40:20.689826+09:00,1221,2.0,1,2.0,3,26.0,28.0
202609060405,2026-09-06,04,05R,12:52,2026-09-06T12:42:25.611156+09:00,1226,4.0,1,3.0,3,21.0,25.0
202609061010,2026-09-06,10,10R,12:56,2026-09-06T12:46:25.125773+09:00,1228,4.0,8,4.0,2,26.0,25.0
202609060305,2026-09-06,03,05R,13:02,2026-09-06T12:52:24.797631+09:00,1211,6.0,2,10.0,3,20.0,25.0
202609061705,2026-09-06,17,05R,13:01,2026-09-06T12:52:24.797631+09:00,1234,4.0,3,4.0,2,28.0,27.0
202609061106,2026-09-06,11,06R,13:05,2026-09-06T12:56:24.368764+09:00,1237,5.0,2,4.0,2,26.0,28.0
202609061410,2026-09-06,14,10R,13:09,2026-09-06T13:00:41.113698+09:00,1242,2.0,3,2.0,1,28.0,27.0
202609060206,2026-09-06,02,06R,13:14,2026-09-06T13:04:20.894447+09:00,1247,1.0,1,1.0,3,19.0,25.0
202609060906,2026-09-06,09,06R,13:15,2026-09-06T13:06:23.601545+09:00,1248,2.0,4,1.0,3,25.0,26.0
202609062204,2026-09-06,22,04R,13:18,2026-09-06T13:08:22.285070+09:00,1252,2.0,1,2.0,2,27.0,28.0
202609060406,2026-09-06,04,06R,13:22,2026-09-06T13:12:22.759038+09:00,1255,4.0,1,3.0,3,21.0,25.0
202609061706,2026-09-06,17,06R,13:28,2026-09-06T13:18:20.966951+09:00,1304,3.0,3,3.0,2,28.0,27.0
202609060306,2026-09-06,03,06R,13:29,2026-09-06T13:20:18.029074+09:00,1305,5.0,1,5.0,3,20.0,25.0
202609061107,2026-09-06,11,07R,13:32,2026-09-06T13:22:20.384556+09:00,1237,5.0,2,4.0,2,26.0,28.0
202609061011,2026-09-06,10,11R,13:35,2026-09-06T13:26:26.517322+09:00,1259,4.0,8,4.0,2,26.0,25.0
202609062205,2026-09-06,22,05R,13:44,2026-09-06T13:34:26.276917+09:00,1252,2.0,1,2.0,2,27.0,28.0
202609060207,2026-09-06,02,07R,13:45,2026-09-06T13:36:22.427981+09:00,1318,0.0,,0.0,3,19.0,25.0
202609060907,2026-09-06,09,07R,13:46,2026-09-06T13:36:22.427981+09:00,1319,2.0,4,1.0,3,25.0,26.0
202609061411,2026-09-06,14,11R,13:49,2026-09-06T13:40:24.763480+09:00,1313,2.0,1,2.0,1,29.0,27.0
202609060407,2026-09-06,04,07R,13:53,2026-09-06T13:44:22.006838+09:00,1325,3.0,1,3.0,3,22.0,25.0
202609060307,2026-09-06,03,07R,14:01,2026-09-06T13:52:22.720020+09:00,1305,5.0,1,5.0,3,20.0,25.0
202609061707,2026-09-06,17,07R,14:01,2026-09-06T13:52:22.720020+09:00,1331,3.0,3,3.0,2,28.0,27.0
202609061108,2026-09-06,11,08R,14:08,2026-09-06T13:58:21.269317+09:00,1335,5.0,2,5.0,2,26.0,28.0
202609061012,2026-09-06,10,12R,14:11,2026-09-06T14:02:20.400612+09:00,1338,4.0,1,4.0,2,26.0,25.0
202609062206,2026-09-06,22,06R,14:14,2026-09-06T14:04:21.711327+09:00,1347,3.0,1,3.0,2,28.0,28.0
202609060208,2026-09-06,02,08R,14:16,2026-09-06T14:06:19.721951+09:00,1348,0.0,,0.0,3,20.0,25.0
202609060908,2026-09-06,09,08R,14:18,2026-09-06T14:08:18.518723+09:00,1350,2.0,3,1.0,3,25.0,26.0
202609060408,2026-09-06,04,08R,14:24,2026-09-06T14:14:23.665506+09:00,1357,3.0,1,3.0,3,22.0,25.0
202609061412,2026-09-06,14,12R,14:28,2026-09-06T14:18:18.917007+09:00,1353,2.0,4,2.0,1,29.0,27.0
202609060308,2026-09-06,03,08R,14:31,2026-09-06T14:22:19.207590+09:00,1332,4.0,1,5.0,3,20.0,25.0
202609061708,2026-09-06,17,08R,14:36,2026-09-06T14:26:18.540529+09:00,1404,5.0,3,6.0,2,28.0,27.0
202609061109,2026-09-06,11,09R,14:41,2026-09-06T14:32:23.389211+09:00,1411,4.0,2,4.0,2,26.0,28.0
202609062207,2026-09-06,22,07R,14:44,2026-09-06T14:34:18.974731+09:00,1420,3.0,1,3.0,2,28.0,28.0
202609060209,2026-09-06,02,09R,14:48,2026-09-06T14:38:22.504663+09:00,1419,1.0,1,1.0,3,20.0,25.0
202609060909,2026-09-06,09,09R,14:50,2026-09-06T14:40:25.645668+09:00,1422,2.0,4,1.0,3,25.0,26.0
202609060409,2026-09-06,04,09R,14:56,2026-09-06T14:46:23.973146+09:00,1427,3.0,1,3.0,3,22.0,25.0
202609060309,2026-09-06,03,09R,14:57,2026-09-06T14:48:25.562025+09:00,1405,4.0,1,5.0,3,20.0,25.0
202609061709,2026-09-06,17,09R,15:04,2026-09-06T14:54:21.277906+09:00,1439,5.0,3,6.0,1,28.0,27.0
202609061110,2026-09-06,11,10R,15:11,2026-09-06T15:02:23.142095+09:00,1444,4.0,2,4.0,2,26.0,28.0
202609062208,2026-09-06,22,08R,15:14,2026-09-06T15:04:19.124841+09:00,1447,2.0,1,2.0,2,28.0,28.0
202609061201,2026-09-06,12,01R,15:17,2026-09-06T15:08:27.839704+09:00,1400,5.0,1,2.0,2,28.0,27.0
202609060101,2026-09-06,01,01R,15:19,2026-09-06T15:10:22.632132+09:00,1455,0.0,,0.0,2,19.0,23.0
202609060210,2026-09-06,02,10R,15:21,2026-09-06T15:12:24.208946+09:00,1451,1.0,1,1.0,3,20.0,25.0
202609060910,2026-09-06,09,10R,15:23,2026-09-06T15:14:24.847732+09:00,1454,2.0,4,1.0,3,25.0,26.0
202609060310,2026-09-06,03,10R,15:25,2026-09-06T15:16:24.428645+09:00,1500,3.0,1,5.0,3,20.0,25.0
202609060701,2026-09-06,07,01R,15:25,2026-09-06T15:16:24.428645+09:00,1306,4.0,3,2.0,3,25.0,25.0
202609060410,2026-09-06,04,10R,15:29,2026-09-06T15:20:20.213203+09:00,1459,2.0,1,3.0,3,22.0,25.0
202609061710,2026-09-06,17,10R,15:39,2026-09-06T15:30:28.261179+09:00,1507,5.0,2,6.0,2,29.0,27.0
202609061202,2026-09-06,12,02R,15:42,2026-09-06T15:32:18.838137+09:00,1400,5.0,1,2.0,2,28.0,27.0
202609060102,2026-09-06,01,02R,15:43,2026-09-06T15:34:22.057208+09:00,1455,0.0,,0.0,2,19.0,23.0
202609061111,2026-09-06,11,11R,15:47,2026-09-06T15:38:24.167497+09:00,1514,3.0,4,3.0,2,26.0,28.0
202609062209,2026-09-06,22,09R,15:50,2026-09-06T15:40:20.310311+09:00,1517,2.0,1,2.0,2,28.0,28.0
202609060311,2026-09-06,03,11R,15:54,2026-09-06T15:44:24.435893+09:00,1528,3.0,1,5.0,3,21.0,25.0
202609060211,2026-09-06,02,11R,15:55,2026-09-06T15:46:25.711835+09:00,1524,0.0,,0.0,3,20.0,25.0
202609060702,2026-09-06,07,02R,15:57,2026-09-06T15:48:23.810390+09:00,1529,4.0,3,2.0,3,24.0,25.0
202609060911,2026-09-06,09,11R,15:58,2026-09-06T15:48:23.810390+09:00,1527,1.0,3,1.0,3,25.0,26.0
202609060411,2026-09-06,04,11R,16:03,2026-09-06T15:54:24.621928+09:00,1532,2.0,1,3.0,3,22.0,25.0
202609060103,2026-09-06,01,03R,16:06,2026-09-06T15:56:22.495900+09:00,1523,2.0,3,1.0,3,19.0,23.0
202609061711,2026-09-06,17,11R,16:11,2026-09-06T16:02:26.426840+09:00,1542,7.0,2,8.0,2,29.0,27.0
202609061203,2026-09-06,12,03R,16:13,2026-09-06T16:04:25.602378+09:00,1545,6.0,1,3.0,2,27.0,27.0
202609062210,2026-09-06,22,10R,16:17,2026-09-06T16:08:22.563003+09:00,1553,3.0,1,3.0,2,28.0,28.0
202609061112,2026-09-06,11,12R,16:20,2026-09-06T16:10:20.147074+09:00,1550,5.0,2,5.0,3,25.0,28.0
202609060703,2026-09-06,07,03R,16:23,2026-09-06T16:14:19.324118+09:00,1601,3.0,3,1.0,3,24.0,25.0
202609060312,2026-09-06,03,12R,16:25,2026-09-06T16:16:17.939170+09:00,1557,3.0,1,5.0,3,21.0,25.0
202609060212,2026-09-06,02,12R,16:30,2026-09-06T16:20:21.487671+09:00,1558,1.0,1,1.0,3,20.0,25.0
202609060104,2026-09-06,01,04R,16:33,2026-09-06T16:24:24.696280+09:00,1547,2.0,7,1.0,3,19.0,23.0
202609060912,2026-09-06,09,12R,16:35,2026-09-06T16:26:21.752917+09:00,1602,2.0,3,1.0,3,24.0,26.0
202609060412,2026-09-06,04,12R,16:38,2026-09-06T16:28:21.179319+09:00,1606,4.0,1,3.0,3,22.0,25.0
202609061204,2026-09-06,12,04R,16:45,2026-09-06T16:36:22.707689+09:00,1616,2.0,2,1.0,3,27.0,27.0
202609061712,2026-09-06,17,12R,16:50,2026-09-06T16:40:22.764072+09:00,1614,5.0,2,5.0,2,29.0,27.0
202609060704,2026-09-06,07,04R,16:52,2026-09-06T16:42:21.169929+09:00,1627,3.0,2,1.0,3,24.0,25.0
202609062211,2026-09-06,22,11R,16:56,2026-09-06T16:46:18.548618+09:00,1620,3.0,1,3.0,2,28.0,28.0
202609060105,2026-09-06,01,05R,17:01,2026-09-06T16:52:19.363128+09:00,1637,0.0,,0.0,3,19.0,23.0
202609061205,2026-09-06,12,05R,17:10,2026-09-06T17:00:41.172372+09:00,1616,2.0,2,1.0,3,27.0,27.0
202609060705,2026-09-06,07,05R,17:19,2026-09-06T17:10:23.717433+09:00,1656,0.0,,0.0,3,23.0,25.0
202609062212,2026-09-06,22,12R,17:25,2026-09-06T17:16:20.032231+09:00,1659,3.0,1,3.0,2,28.0,28.0
202609060106,2026-09-06,01,06R,17:28,2026-09-06T17:18:22.169281+09:00,1705,0.0,,0.0,3,19.0,23.0
202609061206,2026-09-06,12,06R,17:37,2026-09-06T17:28:17.270445+09:00,1713,3.0,1,1.0,3,27.0,27.0
202609060706,2026-09-06,07,06R,17:46,2026-09-06T17:36:21.935733+09:00,1723,0.0,,0.0,3,23.0,25.0
202609060107,2026-09-06,01,07R,17:55,2026-09-06T17:46:22.457169+09:00,1732,0.0,,0.0,3,19.0,23.0
202609061207,2026-09-06,12,07R,18:04,2026-09-06T17:54:23.627725+09:00,1740,5.0,1,2.0,3,26.0,27.0
202609060707,2026-09-06,07,07R,18:13,2026-09-06T18:04:23.370075+09:00,1750,0.0,,0.0,3,23.0,25.0
202609060108,2026-09-06,01,08R,18:23,2026-09-06T18:14:26.267394+09:00,1759,0.0,,0.0,3,19.0,23.0
202609061208,2026-09-06,12,08R,18:33,2026-09-06T18:24:22.343718+09:00,1807,3.0,2,1.0,3,27.0,27.0
202609060708,2026-09-06,07,08R,18:43,2026-09-06T18:34:22.710334+09:00,1817,1.0,7,0.0,3,22.0,25.0
202609060109,2026-09-06,01,09R,18:54,2026-09-06T18:44:23.262644+09:00,1827,0.0,,0.0,3,19.0,23.0
202609061209,2026-09-06,12,09R,19:04,2026-09-06T18:54:20.892480+09:00,1836,2.0,2,1.0,3,26.0,27.0
202609060709,2026-09-06,07,09R,19:14,2026-09-06T19:04:24.715754+09:00,1847,0.0,,0.0,3,22.0,25.0
202609060110,2026-09-06,01,10R,19:25,2026-09-06T19:16:22.291029+09:00,1858,1.0,2,1.0,3,19.0,23.0
202609061210,2026-09-06,12,10R,19:36,2026-09-06T19:26:21.636217+09:00,1907,4.0,2,2.0,3,26.0,27.0
202609060710,2026-09-06,07,10R,19:47,2026-09-06T19:38:17.860727+09:00,1918,1.0,2,0.0,3,22.0,25.0
202609060111,2026-09-06,01,11R,19:58,2026-09-06T19:48:24.136773+09:00,1929,0.0,,0.0,3,19.0,23.0
202609061211,2026-09-06,12,11R,20:07,2026-09-06T19:58:24.947955+09:00,1939,2.0,1,1.0,3,26.0,27.0
202609060711,2026-09-06,07,11R,20:16,2026-09-06T20:06:22.829389+09:00,1918,1.0,2,0.0,3,22.0,25.0
